ASVid	taxonomy
3803d9a057e683c6ba91fb8979cb87bf	"Rozellomycota_sp|UDB06747496|SH0890688.09FU|reps|k__Fungi;p__Rozellomycota;c__Rozellomycota_cls_Incertae_sedis;o__Rozellomycota_ord_Incertae_sedis;f__Rozellomycota_fam_Incertae_sedis;g__Rozellomycota_gen_Incertae_sedis;s__Rozellomycota_sp"
e3fef708d9b63e0e6e9ad1c6458e3d92	"Pyrenochaetopsis_tabarestanensis|KF730241|SH2789239.09FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaetopsis;s__Pyrenochaetopsis_tabarestanensis"
296c3d4f732073aab56009241e1293ee	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
308d0be0616c035db0b011824ecdf9c7	"Hormiactis_sp|UDB03408742|SH0936444.09FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Hormiactis;s__Hormiactis_sp"
255db16b6d04871b4a2a0523c29a5c3c	"Pseudogymnoascus_alpinus|DQ117459|SH1478760.09FU|refs_singleton|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Pseudogymnoascus;s__Pseudogymnoascus_alpinus"
1536560df83c885ca7c1f890df55d844	"Debaryomyces_coudertii|AB054018|SH2935721.09FU|refs|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Debaryomyces;s__Debaryomyces_coudertii"
a6826d385bf9c18a994bc6913ded9e3d	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
9f17f1eed5408497839ad306e96140f6	"Scedosporium_aurantiacum|AJ888440|SH0949310.09FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Scedosporium;s__Scedosporium_aurantiacum"
9ad1d9ac39707d8236b24dbc0739d20b	"Aspergillus_westerdijkiae|EF661427|SH1706155.09FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_westerdijkiae"
f9f9d2d168b34aaa215dbe60e4a1a301	"Ascomycota_sp|UDB03395738|SH0919378.09FU|reps|k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp"
6874af923a842ce2d2dada59d36145c6	"Glomeraceae_sp|GQ388597|SH1037033.09FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomeraceae_gen_Incertae_sedis;s__Glomeraceae_sp"
b17f143733f648b5a2847c519fdc0e63	"Marquandomyces_marquandii|MW113321|SH1278550.09FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Marquandomyces;s__Marquandomyces_marquandii"
c59ad0316a2efc8c79de1d280ef0a805	"Glomeromycota_sp|UDB0753234|SH0908110.09FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycota_cls_Incertae_sedis;o__Glomeromycota_ord_Incertae_sedis;f__Glomeromycota_fam_Incertae_sedis;g__Glomeromycota_gen_Incertae_sedis;s__Glomeromycota_sp"
dd609bbb05f4d6b932f8a75814699442	"Cladosporium_velox|DQ780361|SH4359434.09FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_velox"
60a1bba81f39e5332241bdc0a04c250e	"Aphelidiales_sp|UDB01170660|SH1161991.09FU|reps|k__Fungi;p__Aphelidiomycota;c__Aphelidiomycetes;o__Aphelidiales;f__Aphelidiales_fam_Incertae_sedis;g__Aphelidiales_gen_Incertae_sedis;s__Aphelidiales_sp"
08520402dc5ad97f9e86a654ad8adcfd	"Arthroderma_mcgillisianum|OK631727|SH1168580.09FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Arthrodermataceae;g__Arthroderma;s__Arthroderma_mcgillisianum"
2fa8cf8b9fce9eba950031de74ca68df	"Rhizophagus_sp|AJ872044|SH0907798.09FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus;s__Rhizophagus_sp"
1c0387ffa418ddc28e2ed5c406a75227	"Microascales_sp|EU620157|SH0944169.09FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascales_fam_Incertae_sedis;g__Microascales_gen_Incertae_sedis;s__Microascales_sp"
6141e098000b209efdd05d5628dbcc4c	"Fungi_sp|JX366542|SH0986437.09FU|reps|k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp"
8998880dcc74089f6f363face9567c24	"Endophoma_elongata|JF340089|SH2734999.09FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Endophoma;s__Endophoma_elongata"
2e6bbe9362cf4a84c1ace7c509274f77	"Symmetrospora_coprosmae|AF444577|SH3798314.09FU|refs|k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora;s__Symmetrospora_coprosmae"
bb7f6096983e40b9070d19af75d887aa	"Glomeromycota_sp|UDB0753234|SH0908110.09FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycota_cls_Incertae_sedis;o__Glomeromycota_ord_Incertae_sedis;f__Glomeromycota_fam_Incertae_sedis;g__Glomeromycota_gen_Incertae_sedis;s__Glomeromycota_sp"
4d0eb4511c057c6415440da0319ec9d8	"Thaumatomonas_sp|UDB05489209|SH1199932.09FU|reps|k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Thaumatomonadida;f__Thaumatomastigidae;g__Thaumatomonas;s__Thaumatomonas_sp"
f3848b6b6202c632e78cf1f597891baa	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
525a1f936629f82c679e9ea8850e6e83	"Pleosporales_sp|UDB05799411|SH1298750.09FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Pleosporales_gen_Incertae_sedis;s__Pleosporales_sp"
e09054c89038ebe2ccffacd06e07339d	"Mortierella_polygonia|HQ630301|SH1260731.09FU|refs|k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polygonia"
63904d45b5f897cba1a0de9fc165e092	"Fusarium_burgessii|MH863590|SH3194006.09FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_burgessii"
8bcb2ea54f847a1d42c92c37c453f8f3	"Fusarium_solani|UDB02194764|SH0970245.09FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_solani"
94163ade5f241bb41aba82101b8f0486	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
1b107bf825ee6f0de4e1f5a595050006	"Eukaryota_sp|UDB0175126|SH1147533.09FU|reps|k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp"
dcbee8efb2bf3ff5caf2845b561b7634	"Arachniotus_hebridensis|UDB035218|SH0956757.09FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Gymnoascaceae;g__Arachniotus;s__Arachniotus_hebridensis"
72b18c5cedb4bddfbed3ff4f46cac8b8	"Linnemannia_gamsii|HQ630340|SH2972051.09FU|refs|k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia;s__Linnemannia_gamsii"
995896c24002596dfb6febd4681bb444	"Dioszegia_crocea|AF444406|SH1004042.09FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia;s__Dioszegia_crocea"
3926b5515ebad57ba8423d3630669b4b	"Scedosporium_dehoogii|AJ888389|SH0949312.09FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Scedosporium;s__Scedosporium_dehoogii"
e48eb0305b32476f2bb65b93fc025e2a	"Penicillium_chrysogenum|JX045760|SH1127170.09FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_chrysogenum"
032665df84e707aedcf57491c9e0d0bf	"Claroideoglomus_sp|AJ239124|SH0902948.09FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Claroideoglomeraceae;g__Claroideoglomus;s__Claroideoglomus_sp"
7f8708b4e2e90fb19377220f54b23deb	"Cystobasidium_minuta|KY103140|SH1223467.09FU|refs|k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__Cystobasidium;s__Cystobasidium_minuta"
35a0492a53ff0e54439841fb37612836	"Ascobolaceae_sp|UDB01322949|SH0940085.09FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Ascobolaceae;g__Ascobolaceae_gen_Incertae_sedis;s__Ascobolaceae_sp"
dfba5c039cc7fe873d08fed858a8493d	"Mortierella_sp|UDB04749393|SH1260713.09FU|reps|k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_sp"
4ec63cd01d9d4bff6836796e135bb2d8	"Preussia_sp|JX369154|SH1003629.09FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__Preussia_sp"
ad3c3f02b69f2ffb2e5d2cf407b8916d	"Lobulomycetales_sp|UDB03108578|SH1178565.09FU|reps|k__Fungi;p__Chytridiomycota;c__Lobulomycetes;o__Lobulomycetales;f__Lobulomycetales_fam_Incertae_sedis;g__Lobulomycetales_gen_Incertae_sedis;s__Lobulomycetales_sp"
6ce7604e712f963bbd0ae0f6b7a3cf5e	"Alternaria_destruens|DQ323681|SH1082572.09FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_destruens"
b3a561b717e26ab8f358b409d9261f3a	"Olpidium_sp|UDB0365961|SH1223275.09FU|reps|k__Fungi;p__Olpidiomycota;c__Olpidiomycetes;o__Olpidiales;f__Olpidiaceae;g__Olpidium;s__Olpidium_sp"
87d4b0fb77ce63e2f8312f880b971800	"Sagenomella_oligospora|LT633929|SH0997120.09FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Sagenomella;s__Sagenomella_oligospora"
bf5b3d89020b717ed5a86a0ad6f1c568	"Eukaryota_sp|UDB0516782|SH1190092.09FU|reps|k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp"
27c406b6dfe83e0529f372eaf953267a	"Olpidium_sp|UDB0365961|SH1223275.09FU|reps|k__Fungi;p__Olpidiomycota;c__Olpidiomycetes;o__Olpidiales;f__Olpidiaceae;g__Olpidium;s__Olpidium_sp"
02c9071c1053aff2c41c3c498d861f64	"Thaumatomonas_sp|KF577826|SH1199940.09FU|reps|k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Thaumatomonadida;f__Thaumatomastigidae;g__Thaumatomonas;s__Thaumatomonas_sp"
282b5b7f30b447357fa4ab74906d91a5	"Fungi_sp|UDB05237800|SH1001171.09FU|reps|k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp"
c0b3e8dc57b22a79cb28db26adb7225c	"Pseudogymnoascus_roseus|DQ117451|SH1477560.09FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Pseudogymnoascus;s__Pseudogymnoascus_roseus"
0bf858178ac762e8685df5fcc5ef7c19	"Eukaryota_sp|UDB01723214|SH1137243.09FU|reps|k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp"
5b298a190be46681300389659cfbd3b0	"Eukaryota_sp|UDB01717606|SH1137701.09FU|reps|k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp"
dd1ec96f16ab4303fe8b49b2fd31636a	"Ascomycota_sp|UDB02974520|SH0956526.09FU|reps|k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp"
b93271b97699bdbf400e0eb32b000a45	"Sarocladium_bactrocephalum|HG965006|SH2340005.09FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Sarocladium;s__Sarocladium_bactrocephalum"
c696ef68e4a05be2b5a2ab863e2514be	"Stephanonectria_keithii|UDB07579974|SH1077106.09FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Stephanonectria;s__Stephanonectria_keithii"
be71bb501f9a9e4d80af8b17fbbd1a63	"Aspergillus_sesamicola|KJ775437|SH3214431.09FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_sesamicola"
ae81bda4b046d572b4e19ab5babde152	"Fungi_sp|JX364131|SH0980746.09FU|reps|k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp"
f8a4d1d0621b661e449e4dd905409499	"Rhizophydiales_sp|UDB06464794|SH1211911.09FU|reps|k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiales;f__Rhizophydiales_fam_Incertae_sedis;g__Rhizophydiales_gen_Incertae_sedis;s__Rhizophydiales_sp"
af901767d5202c78efc49cdd84eb5fb7	"Chordomyces_antarcticus|KJ443241|SH1451459.09FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Chordomyces;s__Chordomyces_antarcticus"
8c9bc0c8f2a64a0117f9a3e09a440795	"Pyronemataceae_sp|UDB06706228|SH1290591.09FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pyronemataceae_gen_Incertae_sedis;s__Pyronemataceae_sp"
d591d69933f80f7b00d94b42d1b7b014	"Chaetomium_angustispirale|JX280764|SH2144979.09FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium;s__Chaetomium_angustispirale"
d77fae1782f5e105701b5a02f8a3adf4	"Pseudogymnoascus_roseus|DQ117451|SH1477560.09FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Pseudogymnoascus;s__Pseudogymnoascus_roseus"
aee69f684cfce7e865a8279ae782062d	"Bionectriaceae_sp|UDB01522252|SH0900826.09FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Bionectriaceae_gen_Incertae_sedis;s__Bionectriaceae_sp"
447d4ed25104834b91a581a3219553a3	"Paraphaeosphaeria_minitans|MW111282|SH1068172.09FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__Paraphaeosphaeria_minitans"
7d625ddbf195cab78fbb91b6dd3a4a56	"Cryptococcus_neoformans|FJ534879|SH0984077.09FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Cryptococcaceae;g__Cryptococcus;s__Cryptococcus_neoformans"
6089c26bc99a835460456794bc0e13af	"Blastocladiomycota_sp|UDB01528811|SH0906219.09FU|reps|k__Fungi;p__Blastocladiomycota;c__Blastocladiomycota_cls_Incertae_sedis;o__Blastocladiomycota_ord_Incertae_sedis;f__Blastocladiomycota_fam_Incertae_sedis;g__Blastocladiomycota_gen_Incertae_sedis;s__Blastocladiomycota_sp"
9836f969a56133172cecad7df9626860	"Pseudogymnoascus_roseus|DQ117451|SH1477560.09FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Pseudogymnoascus;s__Pseudogymnoascus_roseus"
cbed03b2ffd90344f7074cdd6bc9330a	"Syncephalis_sp|UDB0722130|SH1175445.09FU|reps|k__Fungi;p__Zoopagomycota;c__Zoopagomycetes;o__Zoopagales;f__Piptocephalidaceae;g__Syncephalis;s__Syncephalis_sp"
43e67133669c4708f9feee6e974f39b4	"Rhizophydiomycetes_sp|UDB0221030|SH1189785.09FU|reps|k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiomycetes_ord_Incertae_sedis;f__Rhizophydiomycetes_fam_Incertae_sedis;g__Rhizophydiomycetes_gen_Incertae_sedis;s__Rhizophydiomycetes_sp"
0cb3e7e217ed227f35979d7851224aef	"Fungi_sp|UDB02171069|SH1278619.09FU|reps|k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp"
6941fb592f9b503fb855ef40692daa2f	"Tortispora_sangerardonensis|KC681896|SH1878238.09FU|refs_singleton|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Trigonopsidaceae;g__Tortispora;s__Tortispora_sangerardonensis"
24ce89e32d92c96cbc1375c93512a077	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
dd0f1dfdcf798058bdd36fa077ae7262	"Leucothecium_emdenii|UDB03078468|SH0929080.09FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Gymnoascaceae;g__Leucothecium;s__Leucothecium_emdenii"
8ad02188525937a89dd1036c95bd2b36	"Branch02_sp|UDB01553964|SH1052010.09FU|reps|k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__Branch02;f__Branch02_fam_Incertae_sedis;g__Branch02_gen_Incertae_sedis;s__Branch02_sp"
78ee0f0be3eb1f6495027b26d576bda8	"Linnemannia_camargensis|HQ630331|SH1366784.09FU|refs|k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia;s__Linnemannia_camargensis"
d58e9dec98e80708f02620a41ff578ee	"Paecilomyces_sp|KM108770|SH1174831.09FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Paecilomyces;s__Paecilomyces_sp"
21823aa3b313be0cf09d0848e763d3f1	"Cercozoa_sp|UDB01705945|SH1136396.09FU|reps|k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Cercozoa_ord_Incertae_sedis;f__Cercozoa_fam_Incertae_sedis;g__Cercozoa_gen_Incertae_sedis;s__Cercozoa_sp"
f1cb041b4181089b3dc8a185f556d7dc	"Fusarium_variasi|MN954339|SH3189497.09FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_variasi"
68762b472030e92a3a11dd5d47e26eb4	"Mortierellaceae_sp|UDB04795564|SH1038494.09FU|reps|k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierellaceae_gen_Incertae_sedis;s__Mortierellaceae_sp"
2f52d280ce0063bd3a493f205a06ba1c	"Ceratobasidiaceae_sp|KC709580|SH1252579.09FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidiaceae_gen_Incertae_sedis;s__Ceratobasidiaceae_sp"
fa0c0558f13606a3b154b83cb7c0ac64	"Hypocreales_sp|UDB04225844|SH1073901.09FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Hypocreales_gen_Incertae_sedis;s__Hypocreales_sp"
2013b5b87fee0e0a6eafc9b46db193a6	"Rozellomycota_sp|UDB05338326|SH1148344.09FU|reps|k__Fungi;p__Rozellomycota;c__Rozellomycota_cls_Incertae_sedis;o__Rozellomycota_ord_Incertae_sedis;f__Rozellomycota_fam_Incertae_sedis;g__Rozellomycota_gen_Incertae_sedis;s__Rozellomycota_sp"
237293166d26aabad28f9221974d1879	"Choanoflagellida_sp|UDB01969448|SH1291607.09FU|reps|k__Choanoflagellozoa;p__Choanoflagellata;c__Choanoflagellata_cls_Incertae_sedis;o__Choanoflagellida;f__Choanoflagellida_fam_Incertae_sedis;g__Choanoflagellida_gen_Incertae_sedis;s__Choanoflagellida_sp"
b42783527bb3db1ce67bc9c5a893956f	"Entyloma_calendulae|UDB05349492|SH1087868.09FU|reps|k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Entylomatales;f__Entylomataceae;g__Entyloma;s__Entyloma_calendulae"
5de946849ad4564eade890da05322858	"Clavicipitaceae_sp|UDB03981818|SH1278556.09FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Clavicipitaceae_gen_Incertae_sedis;s__Clavicipitaceae_sp"
6680a2ab9bff511360c2a2b25b65e1b8	"Cryptococcus_uniguttulatus|AF444302|SH0907571.09FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Cryptococcaceae;g__Cryptococcus;s__Cryptococcus_uniguttulatus"
f2818b6e874280195cb9c11fc47b026f	"Papulaspora_equi|JX280870|SH2520871.09FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis;g__Papulaspora;s__Papulaspora_equi"
0a5de5db13e06adc026b3a9c57b30b26	"Funneliformis_sp|UDB02179268|SH1274877.09FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis;s__Funneliformis_sp"
5df88103cdf16b5d87d5749015f1a9fe	"Acremonium_persicinum|AB540575|SH0885442.09FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_persicinum"
459a24e368851a776e834fd9b58998eb	"Syncephalis_sp|UDB07663816|SH1175446.09FU|reps|k__Fungi;p__Zoopagomycota;c__Zoopagomycetes;o__Zoopagales;f__Piptocephalidaceae;g__Syncephalis;s__Syncephalis_sp"
042860ff1a3d24f49f0fec8abeaf28b2	"Blastocladiomycota_sp|UDB01529668|SH1111936.09FU|reps|k__Fungi;p__Blastocladiomycota;c__Blastocladiomycota_cls_Incertae_sedis;o__Blastocladiomycota_ord_Incertae_sedis;f__Blastocladiomycota_fam_Incertae_sedis;g__Blastocladiomycota_gen_Incertae_sedis;s__Blastocladiomycota_sp"
833776994fa609a9c2474e6f2d887f57	"Aaosphaeria_arxii|MH872962|SH0929427.09FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Aaosphaeria;s__Aaosphaeria_arxii"
08340748d316ca45eda6c62c6a5df45d	"Penicillium_citrinum|AF033422|SH0883083.09FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_citrinum"
d1bf054e3d72012d6e8ab5a773069d36	"Trichoderma_rossicum|KC171335|SH2614519.09FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_rossicum"
b279c1aa00a5240b5d2f6db85e02c63d	"Cladobotryum_cubitense|UDB0781016|SH0971590.09FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Cladobotryum;s__Cladobotryum_cubitense"
4cd3bd7f7422e9bff023ff868ff08fe3	"Ascomycota_sp|UDB05490140|SH0956326.09FU|reps|k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp"
3bfc3799938ba0113cd22a61b304514e	"Geosmithia_sp|UDB03042562|SH0945922.09FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Geosmithia;s__Geosmithia_sp"
70002f43f66f6c17adfc3256c2d0f8be	"Fusarium_equiseti|GQ505688|SH3082323.09FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_equiseti"
3094251b339f4d21cf8585921ab4b5a3	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
e1a181d939f07d4f575b35aa7fe3336b	"Leucothecium_emdenii|UDB03078468|SH0929080.09FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Gymnoascaceae;g__Leucothecium;s__Leucothecium_emdenii"
