"","its-1_F_filt.fastq.gz","its-10_F_filt.fastq.gz","its-11_F_filt.fastq.gz","its-12_F_filt.fastq.gz","its-13_F_filt.fastq.gz","its-14_F_filt.fastq.gz","its-15_F_filt.fastq.gz","its-16_F_filt.fastq.gz","its-17_F_filt.fastq.gz","its-18_F_filt.fastq.gz","its-19_F_filt.fastq.gz","its-2_F_filt.fastq.gz","its-20_F_filt.fastq.gz","its-21_F_filt.fastq.gz","its-22_F_filt.fastq.gz","its-23_F_filt.fastq.gz","its-24_F_filt.fastq.gz","its-25_F_filt.fastq.gz","its-26_F_filt.fastq.gz","its-27_F_filt.fastq.gz","its-28_F_filt.fastq.gz","its-29_F_filt.fastq.gz","its-3_F_filt.fastq.gz","its-30_F_filt.fastq.gz","its-31_F_filt.fastq.gz","its-32_F_filt.fastq.gz","its-33_F_filt.fastq.gz","its-34_F_filt.fastq.gz","its-35_F_filt.fastq.gz","its-36_F_filt.fastq.gz","its-37_F_filt.fastq.gz","its-38_F_filt.fastq.gz","its-39_F_filt.fastq.gz","its-4_F_filt.fastq.gz","its-40_F_filt.fastq.gz","its-41_F_filt.fastq.gz","its-42_F_filt.fastq.gz","its-43_F_filt.fastq.gz","its-44_F_filt.fastq.gz","its-45_F_filt.fastq.gz","its-46_F_filt.fastq.gz","its-47_F_filt.fastq.gz","its-48_F_filt.fastq.gz","its-5_F_filt.fastq.gz","its-6_F_filt.fastq.gz","its-7_F_filt.fastq.gz","its-8_F_filt.fastq.gz","its-9_F_filt.fastq.gz","its-negC_F_filt.fastq.gz","its-posC_F_filt.fastq.gz"
"4830d5f63f47b23b0ac62927ee560031",298,31,28,0,39,11,20,18,27,13,159,55,94,0,41,153,172,0,24,0,0,0,112,0,0,0,0,0,0,0,0,0,0,46,0,38,49,8,0,0,0,10,7,1413,3,791,290,19,0,0
"2a9f30408059a9788a2277f92bf77be3",0,513,895,287,338,375,781,286,0,0,0,0,0,0,0,0,0,61,42,52,32,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0
"ea856036eda5bbd0902760fae74b5602",0,522,727,490,499,260,198,260,0,0,0,0,0,0,0,0,0,101,87,0,0,0,0,0,0,125,0,11,0,0,0,0,4,0,79,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0
"7dfd6241572f38ff973152865fad0f76",0,385,413,524,364,305,816,200,0,0,0,0,0,0,0,0,0,53,0,105,84,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0
"2b0df00f42d416a15b5c845ed5d869ee",97,157,110,119,100,100,104,103,3,0,9,149,9,0,0,14,16,29,39,0,0,0,284,0,14,0,0,0,20,21,0,15,3,196,0,307,337,0,0,0,0,0,0,188,302,346,295,54,0,0
"cdcdc39f7b89ed5a471b66f5d0080ab8",0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,990,999,874,0,331,24,126,0,8,0,0,0,0,0,0
"b1b0a9b634977fe283d9b27125959207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3434
"4f982847195ab67f4210df0afaf75069",19,388,304,369,346,281,591,185,0,0,0,28,0,0,0,0,0,42,35,74,39,9,24,5,89,0,2,54,9,9,13,27,0,51,12,8,9,0,4,0,0,69,0,9,47,30,38,203,0,0
"e8d9fe5c6cc4339ee436176410a6ac4f",135,71,103,111,78,48,130,41,0,0,0,46,0,0,0,0,129,9,0,13,0,4,36,0,33,0,0,0,0,0,0,0,0,72,4,0,0,0,1932,0,0,0,0,26,129,108,38,57,0,0
"ebcf2053b71d8599f7ce9453e8b11f2d",97,43,40,151,197,56,39,46,0,0,19,616,41,0,18,25,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,128,533,267,458,30,0,0
"6085da7eaf9e912e68afa8d7b0d80f7a",0,172,274,1926,182,151,0,118,0,0,0,0,0,0,0,0,0,141,0,33,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0
"bda9624d82323df522f32efa91282c29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,37,0,1328,0,1434,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"3206fd54a04db3cf0de8b01dbdf54fcf",1232,207,108,7,319,58,0,91,0,0,0,251,0,0,33,0,20,107,71,4,0,0,0,0,11,11,0,0,0,0,0,372,0,0,0,40,46,0,0,0,0,0,0,0,0,0,0,233,0,0
"1449307a8dff88a7e20928cb2c52b2c9",85,53,131,244,253,87,88,63,11,0,4,257,0,0,0,21,0,0,7,77,0,0,240,4,7,0,0,2,0,0,0,0,0,258,91,0,0,15,0,0,74,0,0,174,282,278,265,127,0,0
"fbf0b56d754065f4ff97e27ef8c152cb",47,154,15,0,29,0,0,17,0,0,0,23,0,0,0,0,4,0,0,0,0,0,68,0,0,0,0,0,83,0,0,33,0,83,0,95,169,38,7,705,42,494,671,33,49,112,91,25,0,0
"819c681af1f674e23cd290a8373fe05e",0,310,471,412,365,590,225,215,0,0,0,0,0,0,0,0,0,96,27,43,21,0,0,0,14,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0
"9e37e33fafda3eef93cc85bcf86d52b3",0,0,0,0,0,0,0,0,242,475,335,0,815,285,349,127,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47f68e58b892dcec5c0b2f1456f842e8",0,0,0,0,0,0,0,0,10,13,7,0,12,17,109,5,0,0,135,116,236,0,0,41,0,7,0,15,12,0,6,1440,137,0,264,219,0,0,19,10,156,27,0,0,0,0,0,0,0,0
"42079c2826d75139abef2993ce986dfd",0,538,268,393,155,374,114,278,0,0,0,0,0,0,0,0,3,56,61,34,22,0,3,11,73,0,0,24,21,79,46,142,18,0,172,0,0,0,0,0,0,0,0,0,0,16,0,99,0,0
"c59be9d8bfd3446e0a5d1541b2b35487",116,0,0,0,0,0,0,0,0,0,0,294,0,0,15,0,16,0,6,0,0,0,361,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,225,690,301,664,0,0,0
"535da0092ba070bd84822fbfe0789078",0,0,0,2197,555,0,54,0,0,0,0,0,0,0,0,0,0,132,0,0,0,7,0,0,36,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"df1254924939682073af500d90b6d051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42a7250c20514b484f17ef02a367fe7c",0,203,396,441,642,0,253,231,0,0,0,142,0,0,0,10,0,61,0,97,38,0,0,0,26,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,276,0,0
"4f9af2af197b2400031f1fdfbda64d79",0,239,255,533,285,122,905,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,23,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0
"afd50e3dcb2948aa4393b6892fa8a6c2",11,404,107,449,160,0,88,111,25,0,0,0,0,0,0,0,0,0,23,32,32,0,0,1427,11,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0
"3b67d3c5722b39be1ebe9f2a2e8aca9c",0,774,311,210,289,182,223,192,0,0,0,0,0,0,0,0,0,9,17,28,0,0,0,45,6,0,0,0,0,0,0,0,149,19,0,0,0,0,0,0,0,0,0,4,0,9,0,409,0,0
"3c96bd8c55fa2083897af726c78dfffb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84626c65b4e41b9c6b469a73a4fdeccd",0,0,0,419,0,0,1842,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8e688efa30b5a0ee13bd4d22214f156e",0,0,0,0,889,669,674,526,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a5dd2c64d4cad2f46c380908721d2c5d",202,0,0,0,0,0,0,0,0,0,0,308,0,0,0,36,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,289,0,4,8,0,0,0,0,0,0,252,415,435,437,0,0,0
"d395ad47702c3c3517a3ff9a39533c97",134,0,0,0,0,0,0,0,23,0,0,317,14,0,0,36,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,319,688,272,348,0,0,0
"a008e2aced98f8b3ccd8ff414f52fa59",0,392,341,317,239,210,247,191,0,0,0,24,0,0,0,0,0,35,112,96,0,0,16,0,0,0,0,0,0,25,13,63,8,12,153,0,0,0,0,0,0,0,0,0,25,29,13,174,0,0
"219fd75f08f8b78325e5d098448271d7",0,197,488,480,295,93,4,251,0,0,0,0,0,0,0,0,0,91,50,112,90,0,0,0,5,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,63,0,0,439,0,0
"c13fa8601ce02184b47291c4625e0362",41,398,522,238,184,107,881,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,17,0,105,0,0
"ba514a920775ab30d99b4faa14e62a0d",0,317,303,383,349,238,319,181,0,0,0,0,0,0,0,0,0,0,43,0,221,0,44,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0
"8ab1bda81e0022db0992ea2fa15090cc",74,0,0,0,0,29,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,254,624,344,352,0,0,0
"4360403cd3e59f847933844e89565fb8",68,106,124,110,122,119,136,85,0,17,0,105,7,0,8,8,12,13,621,31,0,0,164,4,0,0,0,0,0,0,0,0,0,124,9,0,0,0,0,0,0,0,0,74,230,128,169,68,0,0
"d3f1ba072c20e6046d266762e726f66e",0,29,111,112,13,33,63,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,2114,0,0,0,0,108,0,0,0,0,0,0,0,0,0,10,0,0,22,0,0
"ba67dd1fae338d2c212aed716043171d",0,945,139,92,134,58,49,0,0,0,10,34,0,0,0,219,12,155,0,0,0,14,27,426,0,13,0,0,0,0,0,0,0,31,14,0,0,0,0,0,0,0,0,53,27,86,33,79,0,0
"98684485c4377aaa98490e63ac43b6f9",0,19,17,18,14,9,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,2492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
"fc4a5d7e90512d7424fb2e939f0d79dd",0,230,420,295,222,166,544,162,0,0,0,19,0,0,0,0,0,34,41,47,0,0,32,2,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,212,22,15,120,0,0
"0ec6d580aaa7f239b22174ca84d9c96f",58,306,253,272,128,131,0,131,0,0,0,86,0,0,0,0,0,0,0,81,0,0,53,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,76,564,133,93,138,0,0
"7b9bcc7ec889c8e1289a3d245aa28273",0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,7,0,411,969,184,585,184,109,0,0,0,13,21,16,18,17,0,0,16,0,0,0,0,0,0,0
"e88574e72755cacf12d0eea3b2c6281b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,214,19,80,155,163,21,0,0,445,467,0,40,606,49,109,119,0,0,0,0,0,0,0
"36858bb63aed6c8f4834a53c62988edc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2567
"17c929ec64bfe11114d6406f3c21131f",0,281,484,350,215,179,545,180,0,0,0,0,0,0,0,0,0,82,30,43,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0
"6d3280b1be55bf6a66bccd41a4d92d57",0,523,173,84,201,176,716,104,0,0,0,63,0,0,0,0,0,0,13,0,0,0,31,0,10,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,18,131,31,123,0,0
"e79122adea89bbe08daae8676f351ca2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6,0,0,2398,0,0,0,0,0,0,0,0,0
"a5dda06cd9dea283aaa35a8245a8c0c2",0,173,290,239,222,173,232,137,0,0,0,13,0,0,0,0,0,46,31,38,14,0,0,0,17,0,10,17,0,45,32,88,0,19,360,0,0,0,0,0,0,0,0,0,0,24,0,166,0,0
"99198d3fbba2ecf4f1c61e7603c70668",123,45,59,65,27,38,102,29,0,26,0,199,0,0,0,13,0,9,0,33,15,0,262,0,0,0,0,0,0,0,0,0,0,181,54,0,7,0,0,0,0,7,0,133,332,317,264,42,0,0
"9c1c6348930c672e2c5159f373bd748e",0,0,0,0,436,418,1203,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cdd762b3277e9d66d75536691ae48104",0,0,0,2341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f1a14f3020c7fb64406a870367dca922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d7a85c9d18e457bb7edb1991881184c1",0,6,0,574,0,0,64,793,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,6,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,701,0,0
"9508fd4c7710a07af14f9ca0ab175842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,91,282,0,0,0,1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6f083767408978b336006aabd06167a3",0,67,152,428,96,74,138,107,38,0,0,0,0,0,0,0,0,99,82,104,62,202,0,0,265,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0
"b03627237ba2f4bce4b06db065a9bcc7",0,37,0,0,0,45,37,47,54,132,108,97,481,86,100,0,0,0,0,14,0,0,402,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,66,134,84,130,17,0,0
"e97b90a17f85eb34e04d76525b9c4809",107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,646,0,74,113,100,210,0,0,0,657,0,0,151,110,0,0,0,18,0,0,0
"ef12c7fdcf5aeea92719313b4e91d5d5",0,0,0,0,632,429,803,337,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cdd6c99f91bdf23ee5287e7ba0c755ae",0,0,0,0,0,0,0,0,675,56,843,0,330,0,235,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5aa985f7c3420b02d1885aeeafab72c7",115,95,84,115,59,47,61,28,0,0,0,137,2,0,0,0,7,0,0,0,0,0,183,0,0,0,0,0,2,11,0,0,0,210,21,0,0,0,0,0,0,0,0,51,288,350,291,14,0,0
"554e83a981ac73e4bfbe56f5024ddf4d",187,0,0,0,0,0,0,0,0,0,0,215,0,0,0,17,5,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,147,382,319,358,0,0,0
"7028981ac659e436b6fbc3afc91bf8a9",0,132,306,151,156,186,179,227,0,0,0,0,0,0,0,0,0,141,51,174,30,0,0,0,13,5,0,0,2,0,4,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0
"1b4afdbde85bac078dd5f8e13e117efa",0,146,388,470,377,227,170,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,34,50,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0
"a94242b18dfa75fe859cab2e289514aa",0,0,0,0,0,0,0,0,0,1751,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2bbf8141059d6af7de9ae6ae08e68fdf",0,0,0,0,717,484,324,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22bcac4958ee9f28b5bf61e55931480a",174,0,0,0,0,0,0,0,0,0,0,123,5,0,2,2,5,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,113,366,341,398,0,0,0
"c5a992de49df7395996b6c1039ef54a2",0,110,119,240,199,102,128,138,0,0,0,109,4,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,121,50,0,0,0,0,0,0,0,0,0,94,154,161,94,0,0
"23d764c858b5bb83d52fbd4f203499a5",10,160,460,130,160,271,125,183,0,0,0,0,0,0,0,0,0,85,0,38,92,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,13,26,0,0,196,0,0
"0814fd97aa123f85674f4f7c542ae824",225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772,0,26,0,0,0,0,22,0,0,0,0,0,835,0,0,0
"ebc79d85b30bbe0d7414f906bf76d20c",0,87,440,254,202,156,37,144,0,0,0,0,0,0,0,0,0,232,15,40,12,0,0,0,14,0,0,0,0,0,0,15,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0
"6696242d63758337c22310579187a860",0,85,449,248,110,38,75,66,0,0,0,0,0,0,0,0,0,216,43,66,44,2,0,0,6,0,0,3,0,7,0,13,10,0,268,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0
"66c9bd0d0559482d9d5d549d45d40307",0,24,357,302,170,167,105,101,0,0,0,0,0,0,0,0,0,16,35,29,18,0,0,10,0,0,0,0,0,4,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0
"6a40f59fa06c97a5290cdb4c8c2e3fb8",0,19,43,19,26,0,0,9,0,0,0,8,0,7,0,0,0,1504,19,61,0,0,34,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,26,0,14,0,0,0
"0b25fcc8b8771c41e87b402839299fb3",0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0,0,0,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,0
"2c8942ecdfc22f2832d86cd711169b7c",334,0,0,0,0,7,0,0,39,42,46,45,21,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,69,0,22,0,32,0,0,0,0,0,151,39,799,25,0,0,0
"dba491f968f41369d0f8f1e7bab61f12",0,136,193,155,193,129,269,96,0,44,0,57,0,0,0,0,0,31,27,58,19,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0
"74064c059a69062128f24d129d1578d9",513,0,0,0,0,0,0,0,15,0,0,44,120,0,0,32,24,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,141,0,4,0,0,0,0,0,0,0,16,211,34,388,0,0,0
"743cb02733a9733aca4487193dc64980",0,34,173,399,379,0,68,0,0,0,0,0,0,0,0,0,0,25,267,206,60,0,0,0,26,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"c516a2a24de1b2e6d052f4db415a461f",0,911,197,69,127,53,57,50,0,0,0,12,0,0,0,0,0,10,8,8,11,0,0,0,65,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0
"f9e6c2e90cd54eed887bda741e41d270",0,122,216,153,356,196,128,131,0,0,0,0,0,0,0,0,0,58,11,10,26,0,0,0,0,0,0,0,0,0,0,33,0,8,0,0,5,0,0,0,0,0,0,0,0,0,7,175,0,0
"5d86d7619533108557a3b22a0d741d45",0,184,228,289,184,105,172,168,0,0,0,0,0,0,0,0,0,0,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0
"3702a98ba3c786048c0fcc29fd0a1724",156,0,0,111,0,0,0,0,0,0,0,54,65,0,0,125,76,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,62,94,49,0,0,44,44,71,112,0,436,83,0,0,0
"39ee06f25ab717dacc0e373009bbf1be",0,206,347,177,99,91,173,74,0,0,0,0,0,0,0,0,5,68,12,21,125,0,0,5,11,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0
"6be91fa86d56fc23c273d87915344668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,1431,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0
"ffbbcc236e64e00f8314f36440ca58a1",62,47,55,63,41,27,70,0,3,0,0,139,0,0,0,121,3,9,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,36,165,114,107,34,0,0
"92a6fe47c8775c8071a79fe2c3ab61da",0,110,127,331,192,148,103,157,0,0,0,0,0,0,0,0,0,96,0,21,39,0,0,0,0,0,0,0,0,0,0,12,0,0,83,0,0,0,0,0,0,0,0,0,10,9,0,109,0,0
"38d1ee64ca236f63974c9fcfda23e795",0,63,61,0,24,86,81,69,0,0,0,177,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0,13,0,136,0,0,0,0,0,0,0,0,0,53,69,85,108,40,0,0
"4c0d86553d689d71340d7a7ddc2d0e94",0,62,51,67,76,71,1038,68,0,0,0,0,0,0,0,0,0,18,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0
"e50a7bd42c7279b458222f8dcce63684",0,165,187,185,148,152,201,120,0,0,0,0,0,0,0,0,0,46,51,66,0,0,19,0,21,0,0,0,0,0,0,24,0,24,0,0,0,0,0,0,0,0,0,6,19,5,0,87,0,0
"5b07b7917dd159c3c07ebbfecb6b8726",83,76,326,133,56,23,118,94,0,0,0,46,0,0,0,0,0,0,0,14,0,15,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,92,124,38,92,0,0
"6e90e92b5bca734a766783c034565c9f",61,120,56,64,0,60,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,81,172,211,176,72,0,0
"8c619309e6e5454f93ae861819d965da",0,99,128,85,0,0,0,0,0,0,0,16,0,0,0,0,0,0,18,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,823,33,65,0,0,0
"42ed4d417550285aaeed3ab4564755aa",0,169,143,356,134,94,272,80,0,0,0,0,0,0,0,0,0,0,0,14,58,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,9,129,0,0
"099f09955abfee76a052029ab83ab8f6",112,63,212,344,123,69,40,69,0,0,0,34,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,15,43,5,231,0,0
"33adac43d1106225f6f44a857f3b681b",0,48,47,74,61,47,87,81,0,0,0,0,0,0,0,0,0,5,55,7,15,0,0,0,18,0,189,45,33,96,22,437,82,0,7,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
"5f74a0cff1edbb48a8f5f61ef9483729",0,150,324,415,10,74,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,0
"b5daf8b2d313f578f61206a44946df43",118,0,0,0,0,0,0,0,0,5,8,117,0,0,28,6,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,188,6,3,0,0,0,0,0,0,0,97,292,213,233,0,0,0
"0f677f0811b94b7300b995baabe14ddd",0,0,0,0,0,0,0,0,5,0,0,12,3,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,10,0,471,438,98,18,0,32,54,261,0,25,8,13,0,0,0
"baea88a71e00ef56ad86f81a931aceca",0,146,141,270,122,170,191,123,0,0,0,0,0,0,0,0,0,0,0,50,0,0,9,0,21,0,15,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,8,0,0,171,0,0
"391b06055b6d69144916eeeec360ae29",0,45,204,52,62,255,0,14,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,6,0,756,0,0
"5b9a1090601e3e335e7bd4b906a43ba4",336,0,14,5,17,0,0,137,0,0,8,71,35,0,0,0,0,40,0,19,0,0,151,0,0,18,0,0,0,0,0,0,0,64,0,0,3,0,0,0,0,0,0,24,255,36,164,38,0,0
"d20b363427b4cf0b43262fb0958bd00a",13,0,0,0,0,0,0,0,0,0,0,60,0,0,0,33,0,0,0,0,0,0,466,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,102,18,479,4,0,0,0
"9f8b3f5f36fc9709c0b9c8bbf23f1853",163,0,0,0,0,0,0,0,0,0,0,111,0,6,0,7,12,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,162,0,20,8,0,4,5,18,20,0,103,307,190,113,0,0,0
"1d43f75e57a3861b6d62afe0b9f9ab51",67,0,60,0,0,0,0,0,0,10,16,56,0,0,0,0,28,0,0,13,0,0,136,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,143,203,219,198,0,0,0
"8c86206f7414baac242599efb3fbca08",0,185,179,167,150,132,256,123,0,0,0,0,0,0,0,0,0,24,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0
"27880936285f6e3a2fd0c2f3ef975cc3",0,27,150,313,297,0,46,0,0,0,0,0,0,0,0,0,0,38,176,168,72,0,0,0,20,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
